Category: All categories,,,,,,,,,,,
,,,,,,,,,,,
Week,six nations: (Worldwide),,,,,,,,,,
25/03/2012,4,,,,,,,,,,
01/04/2012,3,,,,,,,,,,
08/04/2012,2,,,,,,,,,,
15/04/2012,3,,,,,,,,,,
22/04/2012,2,,,,,,Day/slot,1,2,,
29/04/2012,2,,,,,,22/04/2012,game of thrones,how I met your mother,,
06/05/2012,3,,,,,,,"Expected V: 7 M
Nodes R: 9","Expected V: 7 M
Nodes R: 9",,
13/05/2012,2,,,,,,06/05/2012,Face off,Titanic,,
20/05/2012,2,,,,,,,"Expected V: 7 M
Nodes R: 9","Expected V: 7 M
Nodes R: 9",,
27/05/2012,3,,,,,Date,Day/Time,10,12,14,16
03/06/2012,3,,,,,,Monday,Lucky Man,Game of Thrones,Ninja Wariors,Godzila
10/06/2012,3,,,,,,Tuesday,The Black List,How I met your Mother,Arrow,road wards
17/06/2012,3,,,,,,Wednesday,Gone Girl,Wild things,A League of their own,andromeda
24/06/2012,3,,,,,,Thursday,face off,Lucky get rich,Police Ten 7,new tricks
01/07/2012,3,,,,,,Friday,God father,la la land,Customs UK,castle
08/07/2012,3,,,,,,Sat,God Zilla,Gone Girl,Arrow,Lucky Man
15/07/2012,2,,,,,,Sunday,Road Wars,Game of thrones,face off,titanic
09/11/2014,4,,,,,,,,,,
16/11/2014,5,,,,,,,,,,
23/11/2014,5,,,,,,,,,,
30/11/2014,5,,,,,,,,,,
07/12/2014,4,,,,,,,,,,
14/12/2014,4,,,,,,,,,,
21/12/2014,3,,,,,,,,,,
28/12/2014,5,,,,,,,,,,
04/01/2015,9,,,,,,,,,,
11/01/2015,11,,,,,,,,,,
18/01/2015,16,,,,,,,,,,
25/01/2015,23,,,,,,,,,,
01/02/2015,91,,,,,,,,,,
08/02/2015,65,,,,,,,,,,
15/02/2015,44,,,,,,,,,,
22/02/2015,49,,,,,,,,,,
01/03/2015,46,,,,,,,,,,
08/03/2015,55,,,,,,,,,,
15/03/2015,100,,,,,,,,,,
22/03/2015,24,,,,,,,,,,
29/03/2015,4,,,,,,,,,,
05/04/2015,2,,,,,,,,,,
12/04/2015,2,,,,,,,,,,
19/04/2015,2,,,,,,,,,,
26/04/2015,2,,,,,,,,,,
03/05/2015,2,,,,,,,,,,
10/05/2015,2,,,,,,,,,,
17/05/2015,2,,,,,,,,,,
24/05/2015,2,,,,,,,,,,
31/05/2015,2,,,,,,,,,,
07/06/2015,2,,,,,,,,,,
14/06/2015,2,,,,,,,,,,
21/06/2015,2,,,,,,,,,,
28/06/2015,2,,,,,,,,,,
05/07/2015,2,,,,,,,,,,
12/07/2015,2,,,,,,,,,,
19/07/2015,2,,,,,,,,,,
26/07/2015,2,,,,,,,,,,
02/08/2015,2,,,,,,,,,,
09/08/2015,2,,,,,,,,,,
16/08/2015,2,,,,,,,,,,
23/08/2015,3,,,,,,,,,,
30/08/2015,3,,,,,,,,,,
06/09/2015,2,,,,,,,,,,
13/09/2015,4,,,,,,,,,,
20/09/2015,5,,,,,,,,,,
27/09/2015,5,,,,,,,,,,
04/10/2015,6,,,,,,,,,,
11/10/2015,6,,,,,,,,,,
18/10/2015,7,,,,,,,,,,
25/10/2015,5,,,,,,,,,,
01/11/2015,5,,,,,,,,,,
08/11/2015,4,,,,,,,,,,
15/11/2015,3,,,,,,,,,,
22/11/2015,4,,,,,,,,,,
29/11/2015,3,,,,,,,,,,
06/12/2015,4,,,,,,,,,,
13/12/2015,3,,,,,,,,,,
20/12/2015,4,,,,,,,,,,
27/12/2015,6,,,,,,,,,,
03/01/2016,13,,,,,,,,,,
10/01/2016,14,,,,,,,,,,
17/01/2016,18,,,,,,,,,,
24/01/2016,25,,,,,,,,,,
31/01/2016,88,,,,,,,,,,
07/02/2016,85,,,,,,,,,,
14/02/2016,47,,,,,,,,,,
21/02/2016,75,,,,,,,,,,
28/02/2016,35,,,,,,,,,,
06/03/2016,59,,,,,,,,,,
13/03/2016,76,,,,,,,,,,
20/03/2016,15,,,,,,,,,,
27/03/2016,3,,,,,,,,,,
03/04/2016,2,,,,,,,,,,
10/04/2016,2,,,,,,,,,,
17/04/2016,2,,,,,,,,,,
24/04/2016,2,,,,,,,,,,
01/05/2016,2,,,,,,,,,,
08/05/2016,2,,,,,,,,,,
15/05/2016,2,,,,,,,,,,
22/05/2016,2,,,,,,,,,,
29/05/2016,3,,,,,,,,,,
05/06/2016,2,,,,,,,,,,
12/06/2016,2,,,,,,,,,,
19/06/2016,2,,,,,,,,,,
26/06/2016,3,,,,,,,,,,
03/07/2016,2,,,,,,,,,,
10/07/2016,2,,,,,,,,,,
17/07/2016,2,,,,,,,,,,
24/07/2016,2,,,,,,,,,,
31/07/2016,2,,,,,,,,,,
07/08/2016,2,,,,,,,,,,
14/08/2016,2,,,,,,,,,,
21/08/2016,2,,,,,,,,,,
28/08/2016,2,,,,,,,,,,
04/09/2016,3,,,,,,,,,,
11/09/2016,2,,,,,,,,,,
18/09/2016,2,,,,,,,,,,
25/09/2016,3,,,,,,,,,,
02/10/2016,3,,,,,,,,,,
09/10/2016,3,,,,,,,,,,
16/10/2016,3,,,,,,,,,,
23/10/2016,3,,,,,,,,,,
30/10/2016,3,,,,,,,,,,
06/11/2016,4,,,,,,,,,,
13/11/2016,5,,,,,,,,,,
20/11/2016,5,,,,,,,,,,
27/11/2016,7,,,,,,,,,,
04/12/2016,6,,,,,,,,,,
11/12/2016,4,,,,,,,,,,
18/12/2016,4,,,,,,,,,,
25/12/2016,5,,,,,,,,,,
01/01/2017,10,,,,,,,,,,
08/01/2017,12,,,,,,,,,,
15/01/2017,17,,,,,,,,,,
22/01/2017,25,,,,,,,,,,
29/01/2017,96,,,,,,,,,,
05/02/2017,94,,,,,,,,,,
12/02/2017,52,,,,,,,,,,
19/02/2017,63,,,,,,,,,,
26/02/2017,58,,,,,,,,,,
05/03/2017,75,,,,,,,,,,
12/03/2017,80,,,,,,,,,,
19/03/2017,33,,,,,,,,,,
